GenBank ID,UniProt ID
YMR101C_W303,Q03175
YMR100W_W303,Q03162
YMR099C_W303,Q03161
YMR098C_W303,Q03153
YMR097C_W303,Q03151
YMR096W_W303,Q03148
YMR095C_W303,Q03144
YMR094W_W303,P35203
YMR093W_W303,Q04305
YMR092C_W303,P46680
YMR091C_W303,P32832
YMR090W_W303,Q04304
YMR089C_W303,P40341
YMR088C_W303,Q04301
YMR087W_W303,Q04299
YMR086W_W303,Q04279
YMR085W_W303,P0CF18
YMR083W_W303,P07246
YMR082C_W303,Q04276
YMR081C_W303,P32488
YMR080C_W303,P30771
YMR078C_W303,P49956
YMR077C_W303,Q04272
YMR076C_W303,Q04264
YMR075W_W303,Q04779
YMR074C_W303,Q04773
YMR073C_W303,Q04772
YMR072W_W303,Q02486
YMR071C_W303,Q04767
YMR070W_W303,P54785
YMR069W_W303,Q04751
YMR068W_W303,Q04749
YMR067C_W303,P54730
YMR066W_W303,Q04748
YMR065W_W303,Q04746
YMR064W_W303,P32493
YMR063W_W303,Q04734
YMR062C_W303,Q04728
YMR061W_W303,P25298
YMR060C_W303,P50110
YMR059W_W303,Q04675
YMR058W_W303,P38993
YMR057C_W303,Q04674
YMR056C_W303,P04710
YMR055C_W303,P26448
YMR054W_W303,P37296
YMR053C_W303,P46679
YMR052W_W303,P46671
YCL074W_W303,P25600
YCL076W_W303,P25602
YBR030W_W303,P38222
YBR029C_W303,P38221
YBR028C_W303,P38070
YBR027C_W303,P38220
YBR026C_W303,P38071
YBR025C_W303,P38219
YBR024W_W303,P38072
YBR023C_W303,P29465
YBR022W_W303,P38218
YBR021W_W303,P05316
YBR020W_W303,P04385
YBR019C_W303,P04397
YBR018C_W303,P08431
YBR017C_W303,P38217
YBR016W_W303,P38216
YBR015C_W303,P38069
YBR014C_W303,P38068
YBR011C_W303,P00817
YBR010W_W303,P61830
YBR009C_W303,P02309
YBR008C_W303,P38124
YBR007C_W303,P38213
YBR006W_W303,P38067
YBR005W_W303,P38212
YBR004C_W303,P38211
YBR003W_W303,P18900
YBR002C_W303,P35196
YBR001C_W303,P35172
YBL001C_W303,P35195
YBL002W_W303,P02294
YBL003C_W303,P04912
YBL004W_W303,P35194
YCR097W_W303,P0CY11
YIL060W_W303,P40519
YIL059C_W303,P40520
YIL057C_W303,P40188
YIL056W_W303,P40522
YIL055C_W303,P40523
YIL054W_W303,P40524
YIL053W_W303,P41277
YIL051C_W303,P40185
YIL050W_W303,P40186
YIL049W_W303,P40526
YIL048W_W303,P40527
YIL047C_W303,P40528
YIL046W_W303,P39014
YIL045W_W303,P40187
YIL044C_W303,P40529
YIL043C_W303,P38626
YIL042C_W303,P40530
YIL041W_W303,P40531
YIL040W_W303,P40532
YIL039W_W303,P40533
YIL038C_W303,P06102
YIL037C_W303,P40534
YIL036W_W303,P40535
YIL035C_W303,P15790
YIL034C_W303,P13517
YIL033C_W303,P07278
YIL032C_W303,P40536
YIL031W_W303,P40537
YIL030C_W303,P40318
YIL029C_W303,P40538
YIL028W_W303,P40539
YIL027C_W303,P40540
YIL026C_W303,P40541
YIL025C_W303,P40542
YIL024C_W303,P40543
YIL023C_W303,P40544
YIL022W_W303,Q01852
YIL021W_W303,P16370
YIL020C_W303,P40545
YIL019W_W303,P40546
YGR191W_W303,P06775
YNL284C_W303,P36520
YNL283C_W303,P53832
YNL282W_W303,P53833
YNL281W_W303,P53834
YNL280C_W303,P32462
YNL279W_W303,P53835
YNL278W_W303,P53836
YNL277W_W303,P08465
YNL275W_W303,P53838
YNL274C_W303,P53839
YNL273W_W303,P53840
YNL272C_W303,P17065
YNL271C_W303,P41832
YNL270C_W303,P38971
YNL269W_W303,P53841
YNL268W_W303,P32487
YNL267W_W303,P39104
YNL265C_W303,P53843
YNL264C_W303,P53844
YNL263C_W303,P53845
YNL262W_W303,P21951
YNL261W_W303,P50874
YNL260C_W303,P53846
YNL258C_W303,P53847
YNL257C_W303,P38717
YNL256W_W303,P53848
YNL255C_W303,P53849
YNL254C_W303,P53850
YNL253W_W303,P53851
YNL252C_W303,P36528
YNL251C_W303,P53617
YNL250W_W303,P12753
YNL249C_W303,P53583
YNL248C_W303,Q01080
YNL247W_W303,P53852
YNL245C_W303,P53854
YNL244C_W303,P32911
YNL243W_W303,P33338
YNL242W_W303,P53855
YNL241C_W303,P11412
YNL240C_W303,P23503
YNL239W_W303,Q01532
YNL238W_W303,P13134
YNL237W_W303,P53584
YNL236W_W303,P32259
YNL234W_W303,P53857
YNL233W_W303,P53858
YNL232W_W303,P53859
YNL231C_W303,P53860
YNL230C_W303,P53861
YNL229C_W303,P23202
YNL227C_W303,P53863
YNL225C_W303,P53865
YNL224C_W303,P53866
YNL223W_W303,P53867
YNL222W_W303,P53538
YNL221C_W303,P41812
YNL220W_W303,P80210
YNL219C_W303,P53868
YNL218W_W303,P40151
YNL217W_W303,P40152
YNL216W_W303,P11938
YNL215W_W303,P40154
YNL214W_W303,P40155
YNL213C_W303,P40156
YNL212W_W303,P40157
YNL210W_W303,P16523
YPR159W_W303,P32486
YPR160W_W303,P06738
YPR161C_W303,P23293
YPR162C_W303,P54791
YPR163C_W303,P34167
YPR164W_W303,Q06211
YPR165W_W303,P06780
YPR166C_W303,P10663
YPR167C_W303,P18408
YPR168W_W303,Q06213
YPR169W_W303,Q06214
YPR171W_W303,Q06604
YPR172W_W303,Q06608
YPR173C_W303,P52917
YPR174C_W303,Q06616
YPR175W_W303,P24482
YPR176C_W303,P20133
YPR178W_W303,P20053
YPR179C_W303,Q06623
YPR180W_W303,Q06624
YPR181C_W303,P15303
YPR183W_W303,P14020
YPR184W_W303,Q06625
YPR185W_W303,Q06628
YPR186C_W303,P39933
YPR187W_W303,P20435
YPR188C_W303,Q06580
YPR189W_W303,P17883
YPR190C_W303,P32349
YPR191W_W303,P07257
YPR192W_W303,P0CD91
YPR193C_W303,Q06592
YPR194C_W303,Q06593
YPR195C_W303,Q06594
YPR196W_W303,Q06595
YPR198W_W303,P33335
YPR199C_W303,Q06596
YPR200C_W303,Q06597
YPR201W_W303,Q06598
YJL010C_W303,P47077
YJL008C_W303,P47079
YJL007C_W303,P47080
YJL006C_W303,P46962
YJL005W_W303,P08678
YJL004C_W303,P41544
YJL003W_W303,P47081
YJL002C_W303,P41543
YJL001W_W303,P38624
YJR001W_W303,P47082
YJR002W_W303,P47083
YJR003C_W303,P47084
YJR004C_W303,P20840
YJR005W_W303,P27351
YJR006W_W303,P46957
YJR007W_W303,P20459
YJR008W_W303,P47085
YCR098C_W303,P25346
YCR100C_W303,P25606
YCR101C_W303,P25607
YCR102C_W303,P25608
YML038C_W303,Q03697
YML037C_W303,Q03703
YML036W_W303,Q03705
YML035C_W303,P15274
YML034W_W303,Q03707
YML032C_W303,P06778
YML031W_W303,P32500
YML030W_W303,Q03713
YML029W_W303,Q03714
YML028W_W303,P34760
YML027W_W303,P34161
YLR010C_W303,Q07921
YLR009W_W303,Q07915
YLR008C_W303,Q07914
YLR007W_W303,Q07913
YLR006C_W303,Q07084
YLR005W_W303,Q04673
YLR004C_W303,Q07904
YLR003C_W303,Q07897
YLR002C_W303,Q07896
YLR001C_W303,Q07895
YLL001W_W303,P54861
YLL002W_W303,Q07794
YLL003W_W303,Q12369
YLL004W_W303,P54790
YLL005C_W303,Q07798
YLL006W_W303,P41800
YLL007C_W303,Q07799
YLL008W_W303,P32892
YLL010C_W303,Q07800
YLL011W_W303,P33750
YLL012W_W303,Q07804
YLL013C_W303,Q07807
YLL014W_W303,Q12431
YLL015W_W303,P14772
YLL016W_W303,P0CF34
YLL018C_W303,P04802
YLL019C_W303,P32350
YLL021W_W303,P23201
YLL022C_W303,Q12373
YLL023C_W303,Q12164
YJR054W_W303,P47114
YJR053W_W303,P47113
YJR052W_W303,P06779
YJR051W_W303,P21375
YJR050W_W303,P21374
YJR049C_W303,P21373
YJR048W_W303,P00044
YJR047C_W303,P19211
YJR154W_W303,P47181
YJR153W_W303,P47180
YJR152W_W303,P15365
YJR151C_W303,P47179
YJR150C_W303,P47178
YJR149W_W303,P47177
YJR148W_W303,P47176
YJR147W_W303,P47175
YOR143C_W303,P35202
YOR144C_W303,Q12050
YOR145C_W303,Q99216
YOR147W_W303,Q12171
YOR148C_W303,Q02521
YOR149C_W303,Q04174
YOR150W_W303,Q12487
YOR151C_W303,P08518
YOR152C_W303,Q99325
YOR153W_W303,P33302
YOR154W_W303,Q12232
YOR155C_W303,Q99312
YOR156C_W303,Q12216
YOR157C_W303,P25043
YOR158W_W303,P17558
YOR160W_W303,Q99189
YOR161C_W303,Q12412
YOR162C_W303,Q12172
YOR163W_W303,Q99321
YOR164C_W303,Q12125
YOR165W_W303,Q99287
YOR166C_W303,Q12104
YOR168W_W303,P13188
YOR171C_W303,Q12246
YOR172W_W303,Q12340
YOR173W_W303,Q12123
YOR174W_W303,Q12343
YOR175C_W303,Q08548
YOR176W_W303,P16622
YOR177C_W303,Q08550
YOR178C_W303,P28006
YOR179C_W303,Q08553
YOR180C_W303,Q08558
YOR181W_W303,Q12446
YOR183W_W303,Q08559
YOR184W_W303,P33330
YOR185C_W303,P32836
YOR186W_W303,Q08560
YOR187W_W303,P02992
YOR188W_W303,P21339
YOR189W_W303,Q08561
YOR190W_W303,P32603
YOR191W_W303,Q08562
YOR192C_W303,Q08579
YBL099W_W303,P07251
YBL098W_W303,P38169
YBL097W_W303,P38170
YBL095W_W303,P38172
YBL093C_W303,P25046
YBL092W_W303,P38061
YBL091C-A_W303,Q6Q595
YBL091C_W303,P38174
YBL090W_W303,P38175
YBL089W_W303,P38176
YBL088C_W303,P38110
YBL086C_W303,P38177
YBL085W_W303,P38041
YBL084C_W303,P38042
YBL082C_W303,P38179
YBL081W_W303,P38180
YBL080C_W303,P33893
YBL079W_W303,P38181
YBL078C_W303,P38182
YBL076C_W303,P09436
YBL075C_W303,P09435
YBL074C_W303,P32357
YBL071C_W303,P38185
YBL069W_W303,P35183
YBL068W_W303,P38063
YBL067C_W303,P38187
YBL066C_W303,P34228
YBL064C_W303,P34227
YBL063W_W303,P28742
YBL061C_W303,P34226
YBL060W_W303,P34225
YBL059W_W303,P34224
YBL058W_W303,P34223
YBL057C_W303,P34222
YBL056W_W303,P34221
YBL055C_W303,P34220
YBL052C_W303,P34218
YBL051C_W303,P34217
YBL050W_W303,P32602
YBL049W_W303,P38191
YBL048W_W303,P38192
YBL047C_W303,P34216
YBL046W_W303,P38193
YBL045C_W303,P07256
YBL044W_W303,P38194
YBL043W_W303,P38195
YBL042C_W303,P38196
YBL041W_W303,P23724
YBL039C_W303,P28274
YBL038W_W303,P38064
YBL037W_W303,P38065
YBL036C_W303,P38197
YBL035C_W303,P38121
YBL034C_W303,P38198
YBL033C_W303,P38066
YBL032W_W303,P38199
YBL031W_W303,P38200
YBL030C_W303,P18239
YBL029W_W303,P38201
YBL028C_W303,P38202
YBL025W_W303,P38204
YBL024W_W303,P38205
YBL023C_W303,P29469
YBL022C_W303,P36775
YBL021C_W303,P13434
YBL020W_W303,P38206
YBL019W_W303,P38207
YBL017C_W303,P32319
YBL016W_W303,P16892
YBL015W_W303,P32316
YBL014C_W303,P32786
YBL013W_W303,P32785
YBL011W_W303,P32784
YBL010C_W303,P32788
YBL009W_W303,P32789
YBL008W_W303,P32479
YBL007C_W303,P32790
YBL006C_W303,P38210
YBL005W_W303,P33200
YNL097C_W303,P50947
YNL098C_W303,P01120
YNL099C_W303,P50946
YNL100W_W303,P50945
YNL101W_W303,P50944
YNL102W_W303,P13382
YNL103W_W303,P32389
YNL104C_W303,P06208
YNL106C_W303,P50942
YNL107W_W303,P53930
YNL108C_W303,P53929
YNL110C_W303,P53927
YNL111C_W303,P40312
YNL113W_W303,P28000
YNL115C_W303,P53925
YNL116W_W303,P53924
YNL117W_W303,P30952
YNL118C_W303,P53550
YNL119W_W303,P53923
YNL121C_W303,P07213
YNL122C_W303,P53921
YNL123W_W303,P53920
YNL124W_W303,P53919
YNL125C_W303,P53918
YNL126W_W303,P53540
YNL127W_W303,P53917
YNL128W_W303,P53916
YNL129W_W303,P53915
YNL130C_W303,P17898
YNL131W_W303,P49334
YNL132W_W303,P53914
YNL133C_W303,P53913
YNL134C_W303,P53912
YNL135C_W303,P20081
YNL136W_W303,P53911
YNL137C_W303,P27929
YNL138W_W303,P17555
YNL139C_W303,P53552
YNL141W_W303,P53909
YNL142W_W303,P41948
YNL143C_W303,P53908
YNL144C_W303,P53907
YNL146W_W303,P53906
YNL148C_W303,P53904
YNL149C_W303,P53903
YNL151C_W303,P17890
YNL152W_W303,P53901
YNL153C_W303,P53900
YNL154C_W303,P23292
YNL155W_W303,P53899
YNL156C_W303,P53898
YNL157W_W303,P53897
YNL158W_W303,P53896
YNL159C_W303,P53895
YNL160W_W303,P38616
YNL161W_W303,P53894
YNL163C_W303,P53893
YNL164C_W303,P53892
YNL165W_W303,P53891
YNL166C_W303,P53890
YNL167C_W303,Q02100
YNL168C_W303,P53889
YNL169C_W303,P39006
YNL172W_W303,P53886
YNL173C_W303,P53885
YNL175C_W303,P53883
YNL176C_W303,P53882
YNL177C_W303,P53881
YNL178W_W303,P05750
YNL179C_W303,P53880
YNL180C_W303,P53879
YNL181W_W303,P53878
YNL182C_W303,P53877
YNL183C_W303,P22211
YNL185C_W303,P53875
YNL186W_W303,P53874
YNL187W_W303,P53873
YNL188W_W303,P11927
YNL189W_W303,Q02821
YNL190W_W303,P53872
YNL191W_W303,P53871
YNL192W_W303,P08004
YNL193W_W303,P53870
YNL194C_W303,P40169
YNL195C_W303,P40168
YNL196C_W303,P40167
YNL197C_W303,P34761
YNL199C_W303,Q01722
YNL200C_W303,P40165
YNL201C_W303,P40164
YNL202W_W303,P32573
YNL204C_W303,P32572
YNL206C_W303,P40161
YNL207W_W303,P40160
YNL208W_W303,P40159
YDR317W_W303,Q06674
YDR319C_W303,Q06676
YDR320C_W303,Q06677
YDR321W_W303,P38986
YDR322W_W303,Q06678
YDR323C_W303,P32609
YDR324C_W303,Q06679
YDR325W_W303,Q06680
YDR326C_W303,Q06681
YDR328C_W303,P52286
YDR329C_W303,P28795
YDR330W_W303,Q06682
YDR331W_W303,P49018
YDR332W_W303,Q06683
YDR333C_W303,Q05468
YDR334W_W303,Q05471
YDR335W_W303,P52918
YDR336W_W303,Q05473
YDR337W_W303,P21771
YDR338C_W303,Q05497
YDR339C_W303,Q05498
YLR424W_W303,Q06411
YLR423C_W303,Q06410
YLR422W_W303,Q06409
YLR421C_W303,O13563
YLR420W_W303,P20051
YLR419W_W303,Q06698
YLR418C_W303,Q06697
YLR417W_W303,Q06696
YLR415C_W303,O13578
YLR414C_W303,Q06991
YLR413W_W303,Q06689
YLR412W_W303,Q06688
YLR411W_W303,Q06686
YML092C_W303,P23639
YML096W_W303,Q04489
YML097C_W303,P54787
YML098W_W303,P11747
YML099C_W303,P05085
YML100W_W303,P38427
YML101C_W303,Q04201
YML102W_W303,Q04199
YML103C_W303,P52593
YML104C_W303,Q01846
YML105C_W303,P29478
YML106W_W303,P13298
YML107C_W303,Q03760
YML108W_W303,Q03759
YML109W_W303,P54786
YML110C_W303,P49017
YML111W_W303,Q03758
YML112W_W303,P46963
YML114C_W303,Q03750
YML115C_W303,P23642
YML116W_W303,P13090
YML117W_W303,Q03735
YML118W_W303,Q03210
YML119W_W303,Q03208
YML120C_W303,P32340
YML121W_W303,Q00582
YML122C_W303,Q03207
YML123C_W303,P25297
YML124C_W303,P09734
YML125C_W303,Q12746
YML126C_W303,P54839
YML127W_W303,Q03124
YML128C_W303,Q03104
YML130C_W303,Q03103
YML131W_W303,Q03102
YFL003C_W303,P40965
YFL004W_W303,P43585
YFL005W_W303,P07560
YFL007W_W303,P43583
YFL008W_W303,P32908
YFL010C_W303,P43582
YFL011W_W303,P43581
YFL012W_W303,P43580
YFL013C_W303,P43579
YFL014W_W303,P22943
YFL015C_W303,P43578
YFL016C_W303,P35191
YFL017C_W303,P43577
YFL018C_W303,P09624
YFL019C_W303,P43576
YLR035C_W303,Q07980
YLR034C_W303,Q12078
YLR033W_W303,Q07979
YLR032W_W303,P32849
YLR031W_W303,Q07978
YLR030W_W303,Q07967
YLR028C_W303,P54113
YLR027C_W303,P23542
YLR026C_W303,Q01590
YLR025W_W303,P39929
YLR024C_W303,Q07963
YLR023C_W303,Q07959
YLR022C_W303,Q07953
YLR021W_W303,Q07951
YLR020C_W303,Q07950
YLR019W_W303,Q07949
YLR018C_W303,Q12445
YLR017W_W303,Q07938
YLR016C_W303,Q07930
YLR015W_W303,P43132
YLR014C_W303,P07272
YLR013W_W303,Q07928
YLR012C_W303,Q07927
YLR011W_W303,Q07923
YGR289C_W303,P53048
YGR288W_W303,P53338
YDR107C_W303,Q04562
YDR108W_W303,P46944
YDR109C_W303,Q04585
YDR110W_W303,O13329
YDR111C_W303,P52892
YDR113C_W303,P40316
YDR115W_W303,Q04598
YDR116C_W303,Q04599
YDR117C_W303,Q04600
YDR118W_W303,Q04601
YDR119W_W303,Q04602
YDR120C_W303,P15565
YDR121W_W303,Q04603
YDR122W_W303,P13185
YDR123C_W303,P26798
YDR124W_W303,Q04608
YDR125C_W303,Q04623
YDR126W_W303,Q04629
YDR127W_W303,P08566
YDR128W_W303,Q03897
YDR129C_W303,P32599
YDR130C_W303,Q03898
YDR131C_W303,Q03899
YDR132C_W303,Q03900
YDR133C_W303,Q03904
YDR135C_W303,P39109
YDR137W_W303,P16664
YDR138W_W303,P17629
YDR140W_W303,Q03920
YDR141C_W303,Q03921
YDR142C_W303,P39108
YDR143C_W303,P22470
YDR144C_W303,P53379
YDR145W_W303,Q03761
YDR146C_W303,P08153
YDR147W_W303,Q03764
YDR148C_W303,P19262
YDR149C_W303,A0A023PXH9
YEL072W_W303,P39975
YEL071W_W303,P39976
YEL070W_W303,P0CX08
YEL068C_W303,P39977
YEL067C_W303,P39978
YEL065W_W303,P39980
YEL064C_W303,P39981
YEL063C_W303,P04817
YEL062W_W303,P39923
YEL061C_W303,P27895
YEL060C_W303,P09232
YEL059W_W303,P39982
YEL058W_W303,P38628
YEL057C_W303,P39983
YEL056W_W303,P39984
YEL055C_W303,P39985
YEL053W-A_W303,A0A023PXC2
YEL053C_W303,Q02197
YEL052W_W303,P32317
YEL051W_W303,P32610
YEL050C_W303,P32611
YDL227C_W303,P09932
YDL226C_W303,P35197
YDL225W_W303,Q07657
YDL224C_W303,Q07655
YDL223C_W303,Q07653
YDL222C_W303,Q07651
YDL220C_W303,P32797
YDL219W_W303,Q07648
YDL218W_W303,Q07629
YDL217C_W303,Q12328
YDL216C_W303,Q12468
YDL215C_W303,P33327
YDL214C_W303,Q12310
YDL213C_W303,Q07623
YDL212W_W303,Q02774
YDL211C_W303,Q12121
YDL210W_W303,P32837
YDL209C_W303,Q12046
YDL208W_W303,P32495
YDL207W_W303,Q12315
YDL206W_W303,Q12424
YDL205C_W303,P28789
YDL204W_W303,Q12443
YDL203C_W303,Q07622
YDL202W_W303,P36521
YDL201W_W303,Q12009
YDL200C_W303,P26188
YDL199C_W303,Q12407
YDL198C_W303,P38988
YDL197C_W303,P32448
YDL196W_W303,Q12187
YDL195W_W303,P38968
YDL194W_W303,P10870
YDL193W_W303,Q12063
YDL192W_W303,P11076
YDL190C_W303,P54860
YDL189W_W303,Q05672
YDL182W_W303,P48570
YDL180W_W303,Q12301
YDL179W_W303,Q12477
YDL178W_W303,P46681
YDL177C_W303,Q12257
YDL176W_W303,Q12027
YDL175C_W303,Q12476
YDL174C_W303,P32891
YDL173W_W303,Q12515
YDL171C_W303,Q12680
YDL170W_W303,P26370
YDL169C_W303,P32772
YDL168W_W303,P32771
YDL167C_W303,P32770
YDL166C_W303,Q12055
YDL165W_W303,P06100
YDL164C_W303,P04819
YDL161W_W303,Q12518
YDL160C_W303,P39517
YDL159W_W303,P06784
YDL157C_W303,Q12082
YDL156W_W303,Q12510
YDL155W_W303,P24870
YDL154W_W303,Q12175
YDL153C_W303,Q12136
YDL150W_W303,P25441
YDL149W_W303,Q12142
YDL148C_W303,Q99207
YDL147W_W303,Q12250
YDL146W_W303,Q12342
YDL145C_W303,P53622
YDL144C_W303,Q07589
YDL143W_W303,P39078
YDL142C_W303,Q07560
YDL141W_W303,P48445
YDL140C_W303,P04050
YDL139C_W303,Q12334
YDL138W_W303,Q12300
YDL137W_W303,P19146
YDL135C_W303,Q12434
YLR442C_W303,P06701
YLR443W_W303,Q06200
YLR446W_W303,Q06204
YLR447C_W303,P32366
YLR448W_W303,P05739
YLR449W_W303,Q06205
YLR450W_W303,P12684
YLR451W_W303,P08638
YLR452C_W303,P11972
YLR453C_W303,Q06208
YLR454W_W303,Q06179
YLR455W_W303,Q06188
YLR456W_W303,Q06199
YLR457C_W303,P52919
YLR459W_W303,P41733
YLR460C_W303,P54007
YCR028C_W303,P25621
YCR030C_W303,P25623
YCR032W_W303,P25356
YCR033W_W303,P25357
YCR034W_W303,P25358
YCR035C_W303,P25359
YCR036W_W303,P25332
YCR037C_W303,P25360
YCR038C_W303,P25300
YAR019C_W303,P27636
YAR018C_W303,P22209
YAR015W_W303,P27616
YAR014C_W303,P27637
YDR039C_W303,Q01896
YDL133W_W303,Q12516
YDL132W_W303,Q12018
YNR075W_W303,P52924
YNR068C_W303,P53754
YNR067C_W303,P53753
YJL011C_W303,P47076
YJL012C_W303,P47075
YJL013C_W303,P47074
YJL014W_W303,P39077
YJL016W_W303,P47072
YJL019W_W303,P47069
YJL020C_W303,P47068
YJL023C_W303,P47065
YJL024C_W303,P47064
YJL025W_W303,P40992
YJL026W_W303,P09938
YJL027C_W303,P47063
YJL028W_W303,P47062
YJL029C_W303,P47061
YJL030W_W303,P40958
YJL033W_W303,P20448
YJL034W_W303,P16474
YJL035C_W303,P47058
YJL036W_W303,P47057
YJL037W_W303,P47056
YJL038C_W303,P47055
YJL039C_W303,P47054
YJL042W_W303,P43638
YJL043W_W303,P47053
YJL044C_W303,P32806
YJL045W_W303,P47052
YBR240C_W303,P38141
YDR035W_W303,P14843
YDR036C_W303,P28817
YDR037W_W303,P15180
YDR038C_W303,Q12691
YML064C_W303,P38987
YML065W_W303,P54784
YML066C_W303,Q04658
YML067C_W303,Q04651
YML068W_W303,Q04638
YML069W_W303,Q04636
YML070W_W303,P54838
YML071C_W303,Q04632
YML072C_W303,Q03640
YML074C_W303,P38911
YML075C_W303,P12683
YML076C_W303,Q03631
YML077W_W303,Q03630
YML078W_W303,P25719
YML079W_W303,Q03629
YML080W_W303,P53759
YML081W_W303,Q04545
YML082W_W303,Q04533
YML083C_W303,Q04526
YML086C_W303,P54783
YML087C_W303,Q04516
YML088W_W303,Q04511
YML090W_W303,Q04501
YML091C_W303,Q02773
YPR079W_W303,Q06815
YPR078C_W303,Q06813
YPR075C_W303,Q06810
YPR074C_W303,P23254
YPR073C_W303,P40347
YPR072W_W303,Q12514
YPR071W_W303,Q12346
YPR070W_W303,Q12321
YPR069C_W303,Q12074
YPR068C_W303,Q12214
YPR067W_W303,Q12425
YPR066W_W303,Q99344
YPR065W_W303,P25042
YPR064W_W303,Q12492
YPR063C_W303,Q12160
YPR062W_W303,Q12178
YPR061C_W303,Q12350
YPR060C_W303,P32178
YPR058W_W303,P32331
YPR057W_W303,Q99177
YPR056W_W303,Q12004
YPR055W_W303,P32855
YPR054W_W303,P41808
YPR053C_W303,Q6Q5F3
YPR051W_W303,Q03503
YPR049C_W303,Q12527
YPR048W_W303,Q12181
YPR047W_W303,P08425
YPR046W_W303,Q12262
YPR045C_W303,Q12049
YPR042C_W303,Q12221
YPR041W_W303,P38431
YPR040W_W303,Q12199
YPR037C_W303,Q12284
YPR036W_W303,P41807
YPR035W_W303,P32288
YPR034W_W303,Q12406
YPR033C_W303,P07263
YPR032W_W303,Q12038
YPR031W_W303,Q12311
YPR030W_W303,Q12734
YPR029C_W303,Q12028
YPR027C_W303,Q12079
YPR026W_W303,P48016
YPR025C_W303,P37366
YPR024W_W303,P32795
YPR023C_W303,Q12432
YPR022C_W303,Q12139
YPR021C_W303,Q12482
YPR020W_W303,Q12233
YPR019W_W303,P30665
YPR018W_W303,Q12495
YPR017C_W303,P32601
YPR016C_W303,Q12522
YPR015C_W303,Q12531
YPR014C_W303,Q6B0W2
YPR013C_W303,Q12145
YPR011C_W303,Q12251
YPR010C-A_W303,A5Z2X5
YPR010C_W303,P22138
YPR009W_W303,Q12286
YPR008W_W303,Q12753
YPR007C_W303,Q12188
YPR006C_W303,Q12031
YPR005C_W303,Q01766
YPR004C_W303,Q12480
YPR003C_W303,P53394
YPL059W_W303,Q02784
YPL058C_W303,Q02785
YPL057C_W303,P33300
YPL056C_W303,Q02786
YPL055C_W303,Q02796
YPL054W_W303,Q02799
YPL053C_W303,P54070
YPL051W_W303,Q02804
YPL050C_W303,P39107
YPL049C_W303,Q03063
YPL048W_W303,P29547
YPL045W_W303,Q03308
YPL043W_W303,P37838
YPL042C_W303,P39073
YPL041C_W303,Q03079
YPL040C_W303,P48526
YPL039W_W303,Q03080
YPL038W_W303,Q03081
YPL037C_W303,Q02642
YPL036W_W303,P19657
YPL034W_W303,Q03083
YPL033C_W303,Q03085
YPL032C_W303,Q03088
YPL030W_W303,Q02648
YPL029W_W303,P32580
YPL028W_W303,P41338
YPL027W_W303,Q02651
YPL026C_W303,Q12505
YPL025C_W303,Q02659
YPL024W_W303,Q02685
YPL023C_W303,P46151
YPL022W_W303,P06777
YPL021W_W303,Q02710
YPL020C_W303,Q02724
YPL019C_W303,Q02725
YPL018W_W303,Q02732
YPL016W_W303,P09547
YPL015C_W303,P53686
YPL014W_W303,Q02606
YPL013C_W303,Q02608
YPL012W_W303,Q12754
YPL011C_W303,Q12297
YPL010W_W303,P53600
YPL009C_W303,Q12532
YPL008W_W303,P22516
YPL007C_W303,Q12308
YPL006W_W303,Q12200
YPL005W_W303,Q12089
YPL004C_W303,Q12230
YPL003W_W303,Q12059
YPL002C_W303,Q12483
YPL001W_W303,Q12341
YPR001W_W303,P43635
YPR002W_W303,Q12428
YEL048C_W303,P32613
YEL047C_W303,P32614
YEL046C_W303,P37303
YEL045C_W303,P32616
YEL044W_W303,P32617
YEL043W_W303,P32618
YEL042W_W303,P32621
YEL041W_W303,P32622
YEL040W_W303,P32623
YEL039C_W303,P00045
YEL038W_W303,P32626
YEL037C_W303,P32628
YEL036C_W303,P32629
YEL035C_W303,P32630
YER159C_W303,P40096
YER158C_W303,P40095
YER157W_W303,P40094
YER156C_W303,P40093
YER155C_W303,P39960
YER154W_W303,P39952
YER153C_W303,P10355
YER152C_W303,P10356
YER151C_W303,Q01477
YER150W_W303,P40092
YER149C_W303,P40091
YER148W_W303,P13393
YER147C_W303,P40090
YER145C-A_W303,A0A023PYF4
YER145C_W303,P40088
YER144C_W303,P39944
YER143W_W303,P40087
YER142C_W303,P22134
YER141W_W303,P40086
YER140W_W303,P40085
YER139C_W303,P40084
YJL138C_W303,P10081
YJL139C_W303,P26725
YJL140W_W303,P20433
YJL141C_W303,P14680
YJL143W_W303,P39515
YJL144W_W303,P47009
YJL145W_W303,P47008
YJL146W_W303,P46958
YJL147C_W303,P47007
YJL148W_W303,P47006
YJL149W_W303,P47005
YJL151C_W303,P14359
YJL153C_W303,P11986
YJL154C_W303,P34110
YJL155C_W303,P32604
YJL156C_W303,P47002
YJL157C_W303,P21268
YJL158C_W303,P47001
YJL160C_W303,P46999
YJL161W_W303,P46998
YJL162C_W303,P46997
YJL163C_W303,P46996
YJL164C_W303,P06244
YJL165C_W303,P38970
YJL167W_W303,P08524
YJL168C_W303,P46995
YJL170C_W303,P46993
YJL171C_W303,P46992
YJL172W_W303,P27614
YJL173C_W303,P26755
YJL174W_W303,P39005
YJL176C_W303,P32591
YJL177W_W303,P46990
YJL178C_W303,P46989
